location,total_sqft,bath,price,bhk,property_type,amenities_score
Raja Rajeshwari Nagar,1178.0,2.0,7500000.0,2,Apartment,7
Hulimavu,1500.0,4.0,19200000.0,4,Apartment,5
other,2040.0,2.0,5900000.0,2,Apartment,8
Bellandur,2000.0,3.0,8500000.0,3,Apartment,9
other,1602.0,2.0,16500000.0,3,Apartment,9
other,1200.0,4.0,13000000.0,4,Apartment,7
Parappana Agrahara,1194.0,2.0,4600000.0,2,Apartment,8
other,1800.0,3.0,22000000.0,3,Apartment,9
Dasarahalli,2400.0,2.0,15200000.0,3,Apartment,7
Sarjapur  Road,1700.0,3.0,10800000.0,3,Apartment,9
Jigani,1200.0,3.0,6500000.0,3,Apartment,5
other,1500.0,3.0,7200000.0,3,Apartment,8
Karuna Nagar,1240.0,3.0,16500000.0,3,Apartment,6
Whitefield,3000.0,3.0,40000000.0,3,Apartment,9
Kanakpura Road,1737.0,3.0,8500000.0,3,Apartment,6
TC Palaya,900.0,2.0,5500000.0,2,Apartment,6
other,1280.0,2.0,4800000.0,3,Apartment,6
CV Raman Nagar,1560.0,2.0,8500000.0,2,Apartment,6
Kambipura,883.0,2.0,4400000.0,2,Apartment,6
Kengeri Satellite Town,750.0,2.0,3300000.0,2,Apartment,5
Brookefield,2400.0,3.0,14000000.0,4,Villa,9
other,900.0,2.0,4500000.0,2,Apartment,9
Hormavu,1030.0,2.0,4935000.0,2,Apartment,6
7th Phase JP Nagar,1850.0,3.0,15500000.0,3,Apartment,6
Hennur Road,1831.0,3.0,11000000.0,3,Apartment,7
other,1095.0,2.0,3833000.0,2,Apartment,9
Electronic City Phase II,1320.0,2.0,3813000.0000000005,3,Apartment,6
Sarjapur  Road,1272.5,2.0,4072000.0,3,Apartment,9
7th Phase JP Nagar,1000.0,2.0,6100000.0,2,Apartment,5
Budigere,1820.0,3.0,8540000.0,3,Apartment,5
Bisuvanahalli,1075.0,2.0,4100000.0,3,Apartment,7
TC Palaya,1500.0,3.0,8300000.0,3,Apartment,6
Electronics City Phase 1,360.0,1.0,1689999.9999999998,1,Apartment,7
Kadugodi,925.0,1.0,4070000.0000000005,1,Apartment,6
Electronic City,1140.0,2.0,7093000.000000001,2,Apartment,5
other,1145.0,2.0,5840000.0,2,Apartment,7
other,1862.0,3.0,12000000.0,3,Apartment,8
Devarachikkanahalli,947.0,2.0,4300000.0,2,Apartment,8
Kalena Agrahara,1120.0,2.0,4000000.0,2,Apartment,5
other,2700.0,3.0,20000000.0,3,Apartment,5
Kaggadasapura,1805.0,2.0,7500000.0,3,Apartment,5
Basavangudi,1100.0,2.0,9300000.0,2,Apartment,5
Bommenahalli,1355.0,3.0,13500000.0,4,Apartment,6
other,1677.0,3.0,9800000.0,3,Apartment,8
other,2500.0,8.0,9500000.0,8,Villa,7
Uttarahalli,1560.0,3.0,7400000.0,3,Apartment,7
Arekere,2060.0,3.0,15000000.0,3,Apartment,5
Koramangala,1716.0,2.0,11500000.0,3,Apartment,8
Harlur,1864.0,3.0,14000000.0,3,Apartment,5
Electronics City Phase 1,638.0,1.0,3200000.0,1,Apartment,7
Chandapura,937.0,2.0,3000000.0,2,Apartment,6
other,1490.0,2.0,11500000.0,3,Apartment,8
Frazer Town,4856.0,5.0,41000000.0,4,Villa,9
Whitefield,1100.0,2.0,3700000.0,2,Apartment,7
Thigalarapalya,1000.0,2.0,4853000.0,2,Apartment,9
Horamavu Agara,1060.0,2.0,3700000.0,2,Apartment,7
Kundalahalli,1047.0,2.0,9100000.0,2,Apartment,6
Basaveshwara Nagar,1200.0,2.0,8000000.0,2,Apartment,6
Akshaya Nagar,1420.0,2.0,7500000.0,3,Apartment,5
Sarjapur  Road,1539.0,3.0,8500000.0,3,Apartment,6
other,1550.0,3.0,5900000.0,3,Apartment,8
Kasavanhalli,1555.0,3.0,8200000.0,3,Apartment,7
Seegehalli,1553.0,3.0,6800000.0,3,Apartment,9
Electronic City Phase II,920.0,2.0,2600000.0,2,Apartment,8
other,1740.0,3.0,12000000.0,3,Apartment,6
OMBR Layout,1855.0,3.0,14500000.0,3,Apartment,8
Kundalahalli,1724.0,3.0,14600000.0,3,Apartment,5
other,1020.0,2.0,6000000.0,2,Apartment,6
Uttarahalli,1250.0,2.0,5000000.0,3,Apartment,7
Sanjay nagar,1450.0,3.0,7500000.0,3,Apartment,5
Thubarahalli,1200.0,2.0,8000000.0,2,Apartment,9
Haralur Road,1140.0,2.0,5800000.0,2,Apartment,6
other,550.0,1.0,1600000.0,1,Apartment,7
Bannerghatta Road,1450.0,3.0,4400000.0,3,Apartment,6
Kanakpura Road,700.0,2.0,3507000.0,2,Apartment,6
Whitefield,1200.0,3.0,5600000.0,3,Apartment,8
Yelahanka,1050.0,2.0,4500000.0,2,Apartment,5
Somasundara Palya,1600.0,3.0,6900000.0,3,Apartment,6
Bannerghatta Road,1625.0,2.0,7500000.0,3,Apartment,7
other,1492.0,2.0,6500000.0,2,Apartment,5
Whitefield,2856.0,5.0,15750000.0,4,Villa,7
Sarjapur  Road,1489.0,2.0,8200000.0,3,Apartment,5
Kanakapura,1560.0,2.0,6238000.0,3,Apartment,8
Haralur Road,1140.0,2.0,4200000.0,2,Apartment,9
other,1431.0,3.0,6500000.0,3,Apartment,5
Lingadheeranahalli,1682.0,3.0,11400000.0,3,Apartment,6
Panathur,1198.0,2.0,8626000.0,2,Apartment,5
other,3664.0,3.0,32500000.0,3,Apartment,6
Sarjapur  Road,1550.0,2.0,6975000.0,3,Apartment,8
Kodichikkanahalli,1026.0,2.0,4500000.0,2,Apartment,6
Hennur,1260.0,2.0,5200000.0,3,Apartment,9
other,690.0,2.0,4200000.0,2,Apartment,6
Sarjapur  Road,539.0,1.0,4500000.0,1,Apartment,6
Sarakki Nagar,1200.0,4.0,8500000.0,4,Apartment,5
Attibele,2400.0,3.0,12000000.0,3,Apartment,5
Thubarahalli,1200.0,2.0,7955000.0,2,Apartment,7
Kundalahalli,2500.0,5.0,35000000.0,4,Villa,8
Sarjapur  Road,1186.0,2.0,4000000.0,3,Apartment,8
Thanisandra,1039.0,2.0,3950000.0,2,Apartment,9
other,1500.0,5.0,23300000.0,4,Apartment,6
Gottigere,1500.0,4.0,10000000.0,5,Apartment,7
Malleshwaram,2520.0,3.0,15000000.0,3,Apartment,8
Brookefield,1225.0,2.0,6650000.0,2,Apartment,9
Bommanahalli,1350.0,2.0,7200000.0,2,Apartment,8
other,1030.0,2.0,30000000.0,2,Apartment,6
Whitefield,1550.0,2.0,4960000.0,3,Apartment,9
Hoodi,1490.0,3.0,7900000.0,3,Apartment,9
other,1520.0,3.0,11100000.0,3,Apartment,7
Whitefield,4100.0,4.0,55000000.0,4,Villa,9
other,1391.0,2.0,6450000.0,3,Apartment,6
Rachenahalli,1200.0,2.0,5000000.0,2,Apartment,8
other,1200.0,4.0,8600000.0,4,Apartment,7
other,2500.0,6.0,50000000.0,5,Villa,8
Yelahanka,1322.0,2.0,8000000.0,2,Apartment,7
Whitefield,2173.0,3.0,12800000.0,3,Apartment,8
Sarjapur  Road,1200.0,2.0,7500000.0,2,Apartment,9
Thubarahalli,1200.0,2.0,4700000.0,2,Apartment,6
Mysore Road,1170.0,2.0,6500000.0,2,Apartment,8
NRI Layout,1125.0,2.0,4556000.0,2,Apartment,8
Devanahalli,698.5,1.0,2857000.0,1,Apartment,8
other,1250.0,2.0,9000000.0,2,Apartment,7
Chandapura,1025.0,2.0,2768000.0,2,Apartment,6
Yelahanka,1075.0,2.0,3600000.0,3,Apartment,5
other,1900.0,2.0,19000000.0,3,Apartment,6
Whitefield,1435.0,3.0,4500000.0,3,Apartment,8
Electronics City Phase 1,1175.0,2.0,6498000.0,2,Apartment,5
other,1464.0,3.0,5600000.0,3,Apartment,9
other,900.0,2.0,3300000.0,2,Apartment,9
Electronics City Phase 1,585.0,1.0,2100000.0,1,Apartment,8
Jigani,3170.0,5.0,23000000.0,4,Villa,9
other,1602.0,2.0,17000000.0,3,Apartment,8
Thanisandra,1220.0,2.0,4200000.0,2,Apartment,9
Rajaji Nagar,2500.0,3.0,35000000.0,3,Apartment,6
Sarjapur  Road,2145.0,3.0,18000000.0,3,Apartment,5
Bannerghatta Road,960.0,2.0,5800000.0,2,Apartment,8
NGR Layout,907.0,1.0,3800000.0,1,Apartment,6
Old Madras Road,1210.0,2.0,7400000.0,2,Apartment,9
other,1230.0,2.0,7000000.0,2,Apartment,9
5th Phase JP Nagar,1350.0,2.0,7500000.0,3,Apartment,8
Kenchenahalli,1150.0,2.0,5800000.0,2,Apartment,6
Sarjapur,1404.0,2.0,5335000.0,3,Apartment,5
OMBR Layout,1050.0,2.0,4800000.0,2,Apartment,6
Yelahanka,1285.0,2.0,5600000.0,2,Apartment,6
Hormavu,1018.0,2.0,5080000.0,2,Apartment,8
Hoskote,1200.0,3.0,5700000.0,3,Apartment,8
Sarjapur  Road,1115.0,2.0,5000000.0,2,Apartment,8
other,1600.0,3.0,9500000.0,3,Apartment,5
9th Phase JP Nagar,1480.0,2.0,8000000.0,2,Apartment,9
Kaval Byrasandra,480.0,1.0,2500000.0,1,Apartment,7
Akshaya Nagar,1435.0,3.0,5300000.0,3,Apartment,7
other,450.0,1.0,6000000.0,1,Apartment,8
other,600.0,2.0,2300000.0,1,Apartment,8
CV Raman Nagar,1590.0,2.0,8500000.0,3,Apartment,8
Nagavara,936.0,2.0,4020000.0000000005,2,Apartment,9
Banashankari,1181.0,2.0,7500000.0,2,Apartment,6
Kengeri,1741.0,3.0,8000000.0,3,Apartment,9
JP Nagar,1750.0,3.0,12300000.0,3,Apartment,9
Varthur Road,1050.0,2.0,4270000.0,2,Apartment,9
Tumkur Road,1027.0,2.0,6000000.0,2,Apartment,7
Sector 2 HSR Layout,1600.0,3.0,7000000.0,3,Apartment,5
Hebbal,2790.0,5.0,19800000.0,4,Villa,7
Sahakara Nagar,1000.0,2.0,6000000.0,2,Apartment,7
Varthur,1120.0,2.0,4424000.0,2,Apartment,8
other,1200.0,2.0,8500000.0,2,Apartment,8
other,1200.0,2.0,3500000.0,2,Apartment,6
Kasturi Nagar,1570.0,3.0,11000000.0,3,Apartment,6
Koramangala,1500.0,3.0,13500000.0,3,Apartment,8
Frazer Town,1315.0,2.0,14000000.0,2,Apartment,9
Electronic City Phase II,1140.0,2.0,3384000.0000000005,2,Apartment,5
Banashankari,1105.0,2.0,9000000.0,2,Apartment,5
Electronic City,1200.0,2.0,3465000.0,2,Apartment,8
Whitefield,905.0,1.0,6200000.0,1,Apartment,7
HSR Layout,2400.0,4.0,35000000.0,4,Villa,9
Kudlu Gate,1185.0,2.0,5000000.0,2,Apartment,7
Koramangala,1083.0,2.0,10000000.0,2,Apartment,5
Rayasandra,1458.0,3.0,6000000.0,3,Apartment,5
Hormavu,1555.0,3.0,7500000.0,3,Apartment,8
other,1200.0,2.0,4500000.0,2,Apartment,6
Sarjapur  Road,1308.0,2.0,5886000.0,2,Apartment,8
Kudlu,1024.0,2.0,4400000.0,2,Apartment,5
Parappana Agrahara,1194.0,2.0,4700000.0,2,Apartment,5
Kanakapura,1450.0,3.0,7500000.0,3,Apartment,8
Seegehalli,1639.0,3.0,12000000.0,3,Apartment,5
Whitefield,1870.0,3.0,13800000.0,3,Apartment,5
Hennur Road,1232.0,2.0,8700000.0,2,Apartment,7
Kasavanhalli,1719.0,3.0,18400000.0,3,Apartment,5
Chandapura,975.0,2.0,2486000.0,2,Apartment,6
other,2000.0,4.0,13000000.0,3,Apartment,8
Jakkur,1230.0,2.0,7900000.0,2,Apartment,8
other,1350.0,4.0,14000000.0,4,Apartment,5
KR Puram,1076.0,2.0,6700000.0,2,Apartment,8
Kumaraswami Layout,2400.0,7.0,12500000.0,7,Villa,7
other,995.0,2.0,3482000.0,3,Apartment,6
Kodigehaali,2120.0,3.0,17700000.0,3,Apartment,7
other,2400.0,7.0,46000000.0,6,Villa,8
Electronic City,1096.0,2.0,4054999.9999999995,2,Apartment,6
Horamavu Agara,1107.83,2.0,4151000.0,2,Apartment,6
Chamrajpet,505.0,1.0,8500000.0,1,Apartment,6
Sarjapur  Road,1320.0,2.0,11500000.0,2,Apartment,5
8th Phase JP Nagar,1431.5,3.0,7202000.0,3,Apartment,6
Whitefield,1320.0,2.0,9926000.0,2,Apartment,5
Whitefield,2901.0,4.0,19000000.0,3,Apartment,6
GM Palaya,1315.0,2.0,6500000.0,3,Apartment,7
other,1000.0,2.0,4400000.0,2,Apartment,6
Hosakerehalli,1596.0,3.0,7980000.0,3,Apartment,7
Bannerghatta Road,1750.0,3.0,13000000.0,3,Apartment,8
Whitefield,2403.0,4.0,27000000.0,4,Villa,8
Old Madras Road,1350.0,3.0,4725000.0,3,Apartment,7
other,1175.0,2.0,7900000.0,2,Apartment,8
Talaghattapura,921.0,2.0,2947000.0,2,Apartment,5
Malleshwaram,4000.0,4.0,110000000.0,4,Villa,7
Sultan Palaya,1713.0,3.0,12500000.0,3,Apartment,5
other,1200.0,2.0,4300000.0,2,Apartment,7
8th Phase JP Nagar,1900.0,4.0,9000000.0,3,Apartment,9
Kudlu Gate,1664.0,3.0,6800000.0,3,Apartment,9
Binny Pete,1795.0,3.0,13900000.0,3,Apartment,7
Kereguddadahalli,600.0,1.0,1950000.0,1,Apartment,5
Hoodi,1240.0,2.0,6500000.0,2,Apartment,6
Hegde Nagar,1965.0,4.0,13200000.0,3,Apartment,7
Sarjapur,4111.0,4.0,37000000.0,4,Villa,8
Electronics City Phase 1,1200.0,2.0,5976000.0,2,Apartment,5
other,1112.0,2.0,6800000.0,2,Apartment,8
Raja Rajeshwari Nagar,3000.0,3.0,6000000.0,3,Apartment,8
Mahadevpura,1136.0,2.0,6450000.0,2,Apartment,6
Jigani,914.0,2.0,5500000.0,2,Apartment,5
Poorna Pragna Layout,1270.0,2.0,5079000.0,3,Apartment,9
Rachenahalli,1050.0,2.0,4725000.0,2,Apartment,6
Marathahalli,1385.0,2.0,6850000.0,3,Apartment,6
other,990.0,2.0,3500000.0,2,Apartment,8
Yelahanka,845.0,2.0,4300000.0,2,Apartment,7
Whitefield,1485.0,2.0,9651000.0,2,Apartment,5
Kanakapura,1460.0,2.0,4379000.0,3,Apartment,8
Thanisandra,1450.0,2.0,5700000.0,2,Apartment,7
HSR Layout,1360.0,2.0,5300000.0,3,Apartment,9
Singasandra,1375.0,2.0,5800000.0,2,Apartment,7
Uttarahalli,1125.0,2.0,4800000.0,2,Apartment,7
Banashankari,720.0,1.0,6000000.0,1,Apartment,5
7th Phase JP Nagar,1460.0,2.0,10000000.0,3,Apartment,7
other,1107.0,2.0,4000000.0,2,Apartment,6
other,1158.0,2.0,7500000.0,2,Apartment,5
Yelachenahalli,800.0,1.0,3000000.0,2,Apartment,7
Bhoganhalli,1760.0,3.0,12800000.0,3,Apartment,6
other,3200.0,4.0,20000000.0,4,Villa,9
HAL 2nd Stage,600.0,3.0,14500000.0,2,Apartment,5
TC Palaya,1350.0,3.0,6000000.0,3,Apartment,7
other,1125.0,2.0,3249000.0,2,Apartment,9
Frazer Town,1706.0,3.0,15400000.0,3,Apartment,7
BTM Layout,1600.0,3.0,11200000.0,3,Apartment,5
other,1200.0,2.0,9000000.0,2,Apartment,5
Whitefield,1755.0,3.0,10100000.0,3,Apartment,7
Hulimavu,1200.0,2.0,5000000.0,2,Apartment,7
BEML Layout,1200.0,2.0,6700000.0,2,Apartment,7
other,1266.67,2.0,6900000.0,2,Apartment,5
other,1800.0,3.0,9000000.0,3,Apartment,8
Sector 7 HSR Layout,1200.0,4.0,27500000.0,3,Apartment,6
2nd Phase Judicial Layout,1300.0,3.0,6400000.0,3,Apartment,7
Whitefield,4800.0,5.0,55000000.0,4,Villa,8
Mysore Road,1029.5,2.0,5085500.0,2,Apartment,8
Raja Rajeshwari Nagar,1128.0,2.0,4000000.0,2,Apartment,8
other,2000.0,2.0,16000000.0,2,Apartment,9
Panathur,1210.0,2.0,8000000.0,2,Apartment,5
Raja Rajeshwari Nagar,1151.0,2.0,3900000.0,2,Apartment,5
other,1464.0,3.0,5600000.0,3,Apartment,7
Electronic City,1017.0,2.0,2700000.0,2,Apartment,6
Sarjapur  Road,920.0,2.0,4000000.0,2,Apartment,7
HRBR Layout,1200.0,3.0,18000000.0,4,Apartment,8
Munnekollal,1750.0,3.0,8650000.0,3,Apartment,5
Dasanapura,1163.0,2.0,6500000.0,2,Apartment,8
7th Phase JP Nagar,1650.0,3.0,11000000.0,3,Apartment,8
other,1800.0,3.0,9500000.0,3,Apartment,5
CV Raman Nagar,1100.0,2.0,5800000.0,2,Apartment,6
R.T. Nagar,1200.0,2.0,6000000.0,2,Apartment,5
other,1410.0,3.0,6500000.0,3,Apartment,9
Begur Road,1933.0,3.0,9800000.0,3,Apartment,8
Begur Road,1200.0,2.0,4560000.0,2,Apartment,7
Whitefield,1608.0,2.0,6300000.0,3,Apartment,7
other,2679.0,5.0,28000000.0,4,Villa,9
Horamavu Banaswadi,1156.0,2.0,4690000.0,2,Apartment,8
other,1230.0,2.0,7500000.0,2,Apartment,9
Kasavanhalli,770.0,1.0,4382000.0,1,Apartment,7
Ardendale,1777.26,3.0,10500000.0,3,Apartment,5
Kanakpura Road,1339.0,2.0,8500000.0,2,Apartment,8
Sarjapur  Road,3044.0,3.0,18300000.0,3,Apartment,5
other,1080.0,2.0,4480000.0,2,Apartment,7
other,3150.0,5.0,14500000.0,8,Villa,7
other,2400.0,2.0,13500000.0,2,Apartment,7
Hulimavu,1450.0,3.0,7200000.0,3,Apartment,6
Kothanur,1075.0,2.0,5300000.0,2,Apartment,9
Sarjapur  Road,1163.0,2.0,6200000.0,3,Apartment,7
TC Palaya,1200.0,2.0,6500000.0,2,Apartment,9
Marathahalli,3090.0,4.0,32500000.0,4,Villa,7
Hebbal,1299.0,2.0,10000000.0,2,Apartment,5
Electronic City,1130.0,2.0,3263000.0000000005,2,Apartment,6
HRBR Layout,1170.0,2.0,7500000.0,2,Apartment,6
Yelahanka,2600.0,4.0,17500000.0,4,Villa,9
KR Puram,1140.0,2.0,4332000.0,2,Apartment,6
Kanakpura Road,1900.0,3.0,12500000.0,3,Apartment,9
Bommasandra Industrial Area,1090.0,2.0,3148000.0,2,Apartment,6
Electronic City,1110.0,2.0,3995000.0000000005,2,Apartment,9
Nagavarapalya,705.0,1.0,5700000.0,1,Apartment,5
HBR Layout,1089.0,2.0,6000000.0,2,Apartment,7
other,880.0,2.0,4800000.0,2,Apartment,8
Kereguddadahalli,1080.0,2.0,3200000.0,2,Apartment,9
Thanisandra,1093.0,2.0,6809999.999999999,2,Apartment,8
Banashankari Stage III,1480.0,3.0,7548000.0,3,Apartment,6
Hegde Nagar,1703.0,3.0,12500000.0,3,Apartment,6
Hebbal,1200.0,2.0,6000000.0,2,Apartment,5
Marathahalli,1690.0,3.0,11600000.0,3,Apartment,7
Yelahanka,1305.0,2.0,7800000.0,2,Apartment,8
Talaghattapura,1257.0,2.0,4022000.0,3,Apartment,9
other,1150.0,2.0,4500000.0,2,Apartment,7
other,1194.0,2.0,5500000.0,2,Apartment,7
other,2000.0,3.0,9000000.0,3,Apartment,8
Anekal,1500.0,4.0,9900000.0,3,Apartment,5
other,1025.0,2.0,4250000.0,2,Apartment,9
Horamavu Agara,980.0,2.0,3819000.0,2,Apartment,6
Hosakerehalli,1200.0,2.0,10000000.0,3,Apartment,6
Whitefield,2225.0,3.0,14900000.0,3,Apartment,6
other,1022.0,2.0,5700000.0,2,Apartment,8
Narayanapura,1153.0,2.0,4500000.0,2,Apartment,7
Pai Layout,1175.0,2.0,6000000.0,2,Apartment,8
Vidyaranyapura,1560.0,3.0,6800000.0,3,Apartment,5
Yelahanka New Town,650.0,1.0,1700000.0,1,Apartment,8
Billekahalli,1350.0,3.0,5500000.0,2,Apartment,6
other,1200.0,2.0,7600000.0,2,Apartment,9
other,1200.0,1.0,5400000.0,2,Apartment,5
Chandapura,800.0,2.0,2500000.0,2,Apartment,9
Electronic City,2093.0,4.0,10400000.0,4,Apartment,7
Uttarahalli,1320.0,2.0,5544000.0,3,Apartment,8
Bannerghatta Road,1275.0,2.0,7300000.0,2,Apartment,6
Begur Road,1215.0,2.0,4313000.0,2,Apartment,5
Kanakapura,1130.0,2.0,4520000.0,2,Apartment,9
Begur Road,1444.0,2.0,7150000.0,3,Apartment,5
other,950.0,2.0,3800000.0,2,Apartment,7
Padmanabhanagar,1000.0,1.0,9000000.0,2,Apartment,6
Banashankari Stage II,1240.0,2.0,5952000.0,3,Apartment,7
Hennur,1231.0,2.0,5000000.0,2,Apartment,8
Benson Town,1300.0,2.0,12000000.0,2,Apartment,7
Yeshwanthpur,1713.0,3.0,11000000.0,3,Apartment,5
Kogilu,1200.0,2.0,5333000.0,2,Apartment,9
Sarjapur  Road,3004.0,4.0,15800000.0,3,Apartment,8
Sonnenahalli,1310.0,2.0,4600000.0,3,Apartment,6
Jalahalli,790.0,2.0,4950000.0,2,Apartment,6
Koramangala,1744.0,3.0,20000000.0,3,Apartment,8
other,1605.0,3.0,10000000.0,3,Apartment,7
Whitefield,1250.0,2.0,8200000.0,2,Apartment,8
Malleshwaram,2476.0,3.0,33700000.0,3,Apartment,5
Subramanyapura,1260.0,2.0,7600000.0,3,Apartment,5
Rajaji Nagar,1615.0,3.0,17500000.0,3,Apartment,7
Yelahanka,1180.0,2.0,5600000.0,2,Apartment,7
Uttarahalli,1255.0,2.0,5019000.0,3,Apartment,9
Electronic City,1025.0,2.0,5390000.0,2,Apartment,5
Sarjapur  Road,1877.0,4.0,15000000.0,3,Apartment,5
Lakshminarayana Pura,1649.0,3.0,15000000.0,3,Apartment,9
Hennur,2500.0,5.0,12500000.0,5,Villa,7
other,1542.0,3.0,9800000.0,3,Apartment,5
Thigalarapalya,1418.0,2.0,10500000.0,2,Apartment,6
other,1012.0,2.0,4200000.0,2,Apartment,9
Chandapura,1200.0,2.0,6500000.0,2,Apartment,6
Sarjapur  Road,1115.0,2.0,4300000.0,2,Apartment,9
Green Glen Layout,1680.0,4.0,9500000.0,3,Apartment,6
Old Madras Road,1171.0,2.0,7200000.0,2,Apartment,9
Tumkur Road,1027.0,2.0,6862000.0,2,Apartment,6
Shampura,1700.0,3.0,7500000.0,3,Apartment,6
Kanakapura,1090.0,2.0,3815000.0,2,Apartment,5
Hennur Road,1232.0,2.0,7400000.0,2,Apartment,9
Anekal,766.0,2.0,2800000.0,2,Apartment,5
Kanakpura Road,525.0,1.0,2700000.0,1,Apartment,6
JP Nagar,1452.0,2.0,4100000.0,3,Apartment,9
Choodasandra,1254.0,2.0,6500000.0,3,Apartment,9
other,3600.0,5.0,11000000.0,5,Villa,8
Kanakpura Road,1593.0,3.0,11800000.0,3,Apartment,5
other,1333.0,2.0,7727000.0,2,Apartment,7
other,1100.0,3.0,11000000.0,3,Apartment,7
Raja Rajeshwari Nagar,1375.0,2.0,5499000.0,3,Apartment,8
Ardendale,1650.0,3.0,8200000.0,3,Apartment,7
Thanisandra,1430.0,2.0,5148000.0,3,Apartment,5
Electronic City,940.0,2.0,5400000.0,2,Apartment,5
Electronic City,435.0,1.0,2100000.0,1,Apartment,9
Begur Road,1160.0,2.0,3654000.0,2,Apartment,9
Electronic City,1500.0,2.0,7750000.0,3,Apartment,5
Koramangala,1890.0,2.0,10000000.0,3,Apartment,7
other,1050.0,2.0,7000000.0,2,Apartment,9
Haralur Road,1027.0,2.0,4300000.0,2,Apartment,6
Seegehalli,3000.0,4.0,23500000.0,3,Apartment,5
Tumkur Road,1459.0,2.0,9500000.0,3,Apartment,9
Yelahanka,1711.0,3.0,8561000.0,3,Apartment,5
Hoodi,1250.0,2.0,9800000.0,2,Apartment,7
Chandapura,645.0,1.0,1645000.0,1,Apartment,9
Anandapura,875.0,2.0,5700000.0,2,Apartment,7
Ramamurthy Nagar,1334.0,2.0,6700000.0,2,Apartment,8
other,1140.0,2.0,3292000.0,2,Apartment,5
Sarjapur  Road,1115.0,2.0,5000000.0,2,Apartment,8
Rajaji Nagar,1776.0,3.0,19000000.0,3,Apartment,8
Thigalarapalya,2072.0,4.0,16000000.0,3,Apartment,5
Kundalahalli,1600.0,3.0,17000000.0,3,Apartment,6
Kengeri Satellite Town,920.0,2.0,3900000.0,2,Apartment,5
Chandapura,778.0,2.0,2529000.0,2,Apartment,8
Nagasandra,1310.0,3.0,9500000.0,4,Apartment,5
Electronic City,1631.0,3.0,8000000.0,3,Apartment,5
Kanakpura Road,525.0,1.0,2750000.0,1,Apartment,7
Jalahalli,1395.0,3.0,8200000.0,3,Apartment,8
other,2000.0,3.0,10500000.0,3,Apartment,9
Hennur Road,1232.0,2.0,6600000.0,2,Apartment,7
other,1075.0,2.0,5500000.0,2,Apartment,8
Gubbalala,1205.0,2.0,7000000.0,2,Apartment,9
other,1200.0,4.0,16500000.0,4,Apartment,6
Rajiv Nagar,2340.0,5.0,12900000.0,4,Villa,9
Rayasandra,1179.0,2.0,5500000.0,3,Apartment,6
Kodigehaali,1013.0,2.0,5100000.0,2,Apartment,6
Uttarahalli,1160.0,2.0,4060000.0,2,Apartment,7
7th Phase JP Nagar,1200.0,2.0,6250000.0,2,Apartment,9
Uttarahalli,1255.0,2.0,5019000.0,3,Apartment,7
other,1100.0,2.0,14500000.0,3,Apartment,8
other,1069.0,2.0,5500000.0,2,Apartment,5
other,1200.0,3.0,9900000.0,3,Apartment,5
Kudlu Gate,1400.0,1.0,28500000.0,1,Apartment,6
Marathahalli,1065.0,2.0,5500000.0,2,Apartment,8
Lakshminarayana Pura,1395.0,2.0,7500000.0,2,Apartment,7
Hebbal Kempapura,1725.0,2.0,16500000.0,3,Apartment,7
other,1007.0,2.0,4300000.0,2,Apartment,6
Kengeri,1436.0,2.0,5500000.0,3,Apartment,9
other,4250.0,6.0,15000000.0,6,Villa,7
Hebbal,1645.0,3.0,11700000.0,3,Apartment,6
Kengeri,1200.0,2.0,5800000.0,2,Apartment,9
Mysore Road,940.0,2.0,4361000.0,2,Apartment,7
KR Puram,4300.0,6.0,17500000.0,6,Villa,8
Indira Nagar,1740.0,3.0,19100000.0,3,Apartment,5
Haralur Road,1194.0,2.0,4700000.0,2,Apartment,7
other,3761.0,3.0,65000000.0,3,Apartment,9
Dodda Nekkundi,1829.0,3.0,12500000.0,3,Apartment,7
Whitefield,1800.0,4.0,17800000.0,4,Apartment,7
other,1000.0,2.0,6000000.0,2,Apartment,7
other,5720.0,3.0,35000000.0,3,Apartment,9
other,675.0,1.0,1500000.0,2,Apartment,5
Hebbal,1390.0,2.0,9500000.0,2,Apartment,6
Lakshminarayana Pura,1500.0,3.0,10400000.0,3,Apartment,8
Vijayanagar,2047.0,3.0,13600000.0,3,Apartment,9
Jakkur,1202.0,2.0,7900000.0,2,Apartment,7
other,1012.0,2.0,5900000.0,2,Apartment,8
Gunjur,2132.0,3.0,8000000.0,3,Apartment,9
Raja Rajeshwari Nagar,1350.0,4.0,34000000.0,4,Apartment,9
Whitefield,605.0,1.0,4000000.0,1,Apartment,5
Harlur,1331.0,2.0,8800000.0,2,Apartment,8
Margondanahalli,1200.0,2.0,6900000.0,2,Apartment,5
other,1150.0,2.0,25000000.0,2,Apartment,9
Sahakara Nagar,1200.0,2.0,13600000.0,2,Apartment,8
other,1800.0,2.0,30000000.0,2,Apartment,8
other,1280.0,2.0,4900000.0,3,Apartment,7
Balagere,1007.0,2.0,6200000.0,2,Apartment,5
Thanisandra,1370.0,2.0,6100000.0,3,Apartment,8
other,925.0,2.0,3500000.0,2,Apartment,9
TC Palaya,1500.0,2.0,7500000.0,2,Apartment,9
Attibele,450.0,1.0,1250000.0,1,Apartment,7
other,1200.0,4.0,14000000.0,4,Apartment,6
Hennur Road,1341.0,2.0,9500000.0,2,Apartment,7
